ID,Name,Reference,DOI,Year,Journal,Kingdom,Genus,Species,MX State,Location,SMILES,SlogP,TPSA,ExactMW,NumRotatableBonds,NumHBD,NumHBA,Original database
FQNP198,Quercetin-3-O-(6''-benzoyl)-b-galactoside,Molecules 2015;20(8):15330-42,10.3390/molecules200815330,2015,Molecules,Plant,Vauquelinia,Vauquelinia corymbosa,Chihuahua,San Borja,O=C(OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@H]1O)c1ccccc1,1.3258,216.58,568.1216908,6,7,13,BIOFACQUIM
FQNP199,Picein,Molecules 2015;20(8):15330-42,10.3390/molecules200815330,2015,Molecules,Plant,Vauquelinia,Vauquelinia corymbosa,Chihuahua,San Borja,CC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,-0.9321,116.45,298.1052529,4,4,7,BIOFACQUIM
FQNP2,Santamarine,J Ethnopharmacol 2017 200:22-30,10.1016/j.jep.2017.02.023,2017,Journal of Ethnopharmacology,Plant,Tanacetum,Tanacetum parthenium,Estado de Mexico,Zinacantepec,C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)[C@@H]2C(C)=CC[C@H]1O,2.2114,46.53,248.1412445,0,1,3,BIOFACQUIM
FQNP20,Pedalitin,J Nat Prod 2017 80 (5):1584-1593,10.1021/acs.jnatprod.7b00155,2017,Journal of Natural Products,Plant,Salvia,Salvia circinata,Puebla,Huauchinango,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1O,2.291,120.36,316.0583027,2,4,7,BIOFACQUIM
FQNP200,Methylarbutin,Molecules 2015;20(8):15330-42,10.3390/molecules200815330,2015,Molecules,Plant,Vauquelinia,Vauquelinia corymbosa,Chihuahua,San Borja,COc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,-1.1261,108.61,286.1052529,4,4,7,BIOFACQUIM
FQNP202,Uvaol,Molecules 2016;21(1)78,10.3390/molecules21010078,2016,Molecules,Plant,Prunus,Prunus serotina,Puebla,Huejotzingo,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(CO)CC[C@H]1C,6.9972,40.46,442.3810808,1,2,2,BIOFACQUIM
FQNP203,Ballotiquinone,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(C)C1=C(O)C(=O)C2=C(C1=O)[C@H](O)[C@@H]1OC(=O)[C@@]3(C)CC[C@@H](O)C(=C2)[C@@H]13,0.9064,121.13,374.136553,1,3,7,BIOFACQUIM
FQNP204,6 7-anhydroballotiquinone,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(C)C1=C(O)C(=O)C2=C(C=C3OC(=O)[C@@]4(C)CC[C@@H](O)C(=C2)[C@@H]34)C1=O,2.0608,100.9,356.1259884,1,2,6,BIOFACQUIM
FQNP205,7a-acetoxy-6 7-dihydroicetexone,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(=O)O[C@@H]1C[C@@H]2[C@]3(CCC[C@]2(C)C(=O)O3)CC2=C1C(=O)C(C(C)C)=C(O)C2=O,2.7304,106.97,402.1678532,2,1,7,BIOFACQUIM
FQNP206,6 7 11 14-tetrahydro-7-oxo-icetexone,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(C)c1c(O)c(O)c2c(c1O)C(=O)C[C@@H]1[C@]3(CCC[C@]1(C)C(=O)O3)C2,3.1577,104.06,360.1572885,1,3,6,BIOFACQUIM
FQNP207,18-acetoxy-11-hydroxysugiol,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(=O)OC[C@]1(C)CCC[C@]2(C)c3c(cc(C(C)C)c(O)c3O)C(=O)C[C@H]21,4.4348,83.83,374.2093241,3,2,5,BIOFACQUIM
FQNP208,Anastomosine,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(C)C1=C(O)C(=O)C2=CC3=CCC[C@]4(C)C(=O)O[C@@H](C=C2C1=O)[C@H]34,2.7408,80.67,340.1310737,1,1,5,BIOFACQUIM
FQNP209,7 20-dihydroanastomosine,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(C)C1=C(O)C(=O)C2=C(C[C@@H]3OC(=O)[C@@]4(C)CCC=C(C2)[C@@H]34)C1=O,2.9648,80.67,342.1467238,1,1,5,BIOFACQUIM
FQNP21,7-(b-D-Glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one,J Nat Prod 2017 80 (5):1584-1593,10.1021/acs.jnatprod.7b00155,2017,Journal of Natural Products,Plant,Salvia,Salvia circinata,Puebla,Huauchinango,O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,0.0499,170.05,432.1056468,4,6,10,BIOFACQUIM
FQNP210,Icetexone,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(C)C1=C(O)C(=O)C2=C(C=C[C@@H]3[C@]4(CCC[C@]3(C)C(=O)O4)C2)C1=O,2.9648,80.67,342.1467238,1,1,5,BIOFACQUIM
FQNP211,1 2-anhydroballotiquinone,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(C)C1=C(O)C(=O)C2=C(C1=O)[C@H](O)[C@@H]1OC(=O)[C@@]3(C)CC=CC(=C2)[C@@H]13,1.7116,100.9,356.1259884,1,2,6,BIOFACQUIM
FQNP212,Conacytone,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(C)C1=C(O)C(=O)C2=C(C1=O)[C@H](O)C[C@H]1[C@]3(C)CCC[C@]21[C@H](O)OC3,1.8089,104.06,362.1729386,1,3,6,BIOFACQUIM
FQNP213,7a-acetoxy-19-hydroxyroyleanone,Molecules 2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia ballotiflora,Nuevo Leon,Municipality of Linares,CC(=O)O[C@@H]1C[C@H]2[C@@](C)(CO)CCC[C@]2(C)C2=C1C(=O)C(C(C)C)=C(O)C2=O,3.0433,100.9,390.2042387,3,2,6,BIOFACQUIM
FQNP214,Pinocembrin,Molecules 2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican Brown Propolis,Durango,Gomez-Palacios,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,2.8043,66.76,256.0735589,1,2,4,BIOFACQUIM
FQNP215,Pinobanksin,Molecules 2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican Brown Propolis,Durango,Gomez-Palacios,O=C1c2c(O)cc(O)cc2O[C@H](c2ccccc2)[C@H]1O,1.7751,86.99,272.0684735,1,3,5,BIOFACQUIM
FQNP216,Chrysin,Molecules 2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican Brown Propolis,Durango,Gomez-Palacios,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,2.8712,70.67,254.0579088,1,2,4,BIOFACQUIM
FQNP218,Pinobanksin 5-methylether,Molecules 2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican Brown Propolis,Durango,Gomez-Palacios,COc1cc(O)cc2c1C(=O)[C@H](O)[C@@H](c1ccccc1)O2,2.0781,75.99,286.0841235,2,2,5,BIOFACQUIM
FQNP219,Alpinetin,Molecules 2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican Brown Propolis,Durango,Gomez-Palacios,COc1cc(O)cc2c1C(=O)C[C@@H](c1ccccc1)O2,3.1073,55.76,270.0892089,2,1,4,BIOFACQUIM
FQNP22,2-(3 4-dimethoxyphenyl)-5 6-dihydroxy-7-methoxy-4H-chromen-4-one,J Nat Prod 2017 80 (5):1584-1593,10.1021/acs.jnatprod.7b00155,2017,Journal of Natural Products,Plant,Salvia,Salvia circinata,Puebla,Huauchinango,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)cc1OC,2.897,98.36,344.0896029,4,2,7,BIOFACQUIM
FQNP220,Alpinone,Molecules 2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican Brown Propolis,Durango,Gomez-Palacios,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)[C@@H](O)C2=O,2.0781,75.99,286.0841235,2,2,5,BIOFACQUIM
FQNP221,Pinostrobin,Molecules 2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican Brown Propolis,Durango,Gomez-Palacios,COc1cc(O)c2c(c1)OC(c1ccccc1)CC2=O,3.1073,55.76,270.0892089,2,1,4,BIOFACQUIM
FQNP222,Kaempferide,Molecules 2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican Brown Propolis,Durango,Gomez-Palacios,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,2.5854,100.13,300.0633881,2,3,6,BIOFACQUIM
FQNP223,Galangin 5-methylether,Molecules 2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican Brown Propolis,Durango,Gomez-Palacios,COc1cc(O)cc2oc(-c3ccccc3)c(O)c(=O)c12,2.8798,79.9,284.0684735,2,2,5,BIOFACQUIM
FQNP224,5-O-[b-D-xylopyranosyl-(1->6)-b-D-glucopyranosyl]-7 3' 4'-trihydroxy-4-phenylcoumarin,J Nat Prod 2014;77(3):516-20,10.1021/np400785z,2014,Journal of Natural Products,Plant,Exosterma,Exostema caribaeum,Guerrero,Tuzantlan,O=c1cc(-c2ccc(O)c(O)c2)c2c(O[C@@H]3O[C@H](CO[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2o1,-1.7812,249.2,580.1428202,6,9,15,BIOFACQUIM
FQNP225,4-phenylcoumarin 3,J Nat Prod 2014;77(3):516-20,10.1021/np400785z,2014,Journal of Natural Products,Plant,Exosterma,Exostema caribaeum,Guerrero,Tuzantlan,O=c1cc(-c2ccc(O)c(O)c2)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2o1,-0.2445,190.28,448.1005615,4,7,11,BIOFACQUIM
FQNP226,4-phenylcoumarin 4,J Nat Prod 2014;77(3):516-20,10.1021/np400785z,2014,Journal of Natural Products,Plant,Exosterma,Exostema caribaeum,Guerrero,Tuzantlan,COc1cc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,-1.4782,238.2,594.1584703,7,8,15,BIOFACQUIM
FQNP227,4-phenylcoumarin 5,J Nat Prod 2014;77(3):516-20,10.1021/np400785z,2014,Journal of Natural Products,Plant,Exosterma,Exostema caribaeum,Guerrero,Tuzantlan,COc1cc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,0.0585,179.28,462.1162115,5,6,11,BIOFACQUIM
FQNP228,4-phenylcoumarin 6,J Nat Prod 2014;77(3):516-20,10.1021/np400785z,2014,Journal of Natural Products,Plant,Exosterma,Exostema caribaeum,Guerrero,Tuzantlan,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,0.0585,179.28,462.1162115,5,6,11,BIOFACQUIM
FQNP229,2-hydroxy-destigloyl-6-deoxyswietenine acetate,Phytochemistry 2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(C)=O)[C@]2(O)C=C3C(CC[C@]4(C)C3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O,3.6974,129.34,528.2359327,4,1,9,BIOFACQUIM
FQNP23,3R 6Rdihydroxy-9 7(11)-dien-8-oxoeremophilane,J Nat Prod 2015 78 (2):339-342,10.1021/np5009224,2015,Journal of Natural Products,Fungus,Penicillium,Penicillium sp. G1-a14,Guerrero,Chontalcoatlan,CC(C)=C1C(=O)C=C2CC[C@@H](O)[C@H](C)[C@@]2(C)[C@H]1O,1.9899,57.53,250.1568946,0,2,3,BIOFACQUIM
FQNP230,Humulin B,Phytochemistry 2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(C)=O)[C@@]2(O)C(=O)[C@]1(C)C1CC[C@]3(C)C(CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@@H]32,2.9086,141.87,544.2308474,4,1,10,BIOFACQUIM
FQNP231,Methyl-2-hydroxy-3-b-isobutyroxy-1-oxomeliac-8(30)-enate,Phytochemistry 2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@]2(O)C=C3C(CC[C@]4(C)C3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O,4.3335,129.34,556.2672329,5,1,9,BIOFACQUIM
FQNP232,Methyl-2-hydroxy-3-b-tigloyloxy-1-oxomeliac-8(30)-enate,Phytochemistry 2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia humilis,Morelos,Temixco,C/C=C(\C)C(=O)O[C@H]1C(C)(C)[C@H](CC(=O)OC)[C@]2(C)C(=O)[C@@]1(O)C=C1C2CC[C@]2(C)C1CC(=O)O[C@H]2c1ccoc1,4.6437,129.34,568.2672329,5,1,9,BIOFACQUIM
FQNP233,Humilinolide G,Phytochemistry 2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@]2(OC(C)=O)C=C3C(CC[C@]4(C)C3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O,4.9043,135.41,598.2777975,6,0,10,BIOFACQUIM
FQNP234,Humilinolide C,Phytochemistry 2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia humilis,Morelos,Temixco,C/C=C(\C)C(=O)O[C@H]1C(C)(C)[C@H](CC(=O)OC)[C@]2(C)C(=O)[C@@]1(OC(C)=O)C=C1C2CC[C@]2(C)C1CC(=O)O[C@H]2c1ccoc1,5.2145,135.41,610.2777975,6,0,10,BIOFACQUIM
FQNP235,Methyl-2-hydroxy-3-b-isobutyoyl-8a 30a-epoxy-1-oxo-meliacate,Phytochemistry 2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@@]2(O)C(=O)[C@]1(C)C1CC[C@]3(C)C(CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@@H]32,3.5447,141.87,572.2621475,5,1,10,BIOFACQUIM
FQNP236,Humilinolide H,Phytochemistry 2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@@]2(OC(C)=O)C(=O)[C@]1(C)C1CC[C@]3(C)C(CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@@H]32,4.1155,147.94,614.2727122,6,0,11,BIOFACQUIM
FQNP239,6-acetyl-5-hydroxy-2-hydroxymethyl-2-methyl-2H-chromene,Molecules 2017;22(2),10.3390/molecules22020289,2017,Molecules,Plant,Calea,Calea ternifolia,Morelos,Yecapixtla,CC(=O)c1ccc2c(c1O)C=CC(C)(CO)O2,1.7514,66.76,234.0892089,2,2,4,BIOFACQUIM
FQNP24,Isopetasol,J Nat Prod 2015 78 (2):339-342,10.1021/np5009224,2015,Journal of Natural Products,Fungus,Penicillium,Penicillium sp. G1-a14,Guerrero,Chontalcoatlan,CC(C)=C1C[C@@]2(C)C(=CC1=O)CC[C@@H](O)[C@@H]2C,3.0191,37.3,234.1619799,0,1,2,BIOFACQUIM
FQNP240,Caleins A,Molecules 2017;22(2),10.3390/molecules22020289,2017,Molecules,Plant,Calea,Calea ternifolia,Morelos,Yecapixtla,C=C(C)C(=O)O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2C[C@@H](C)/C=C\C(=O)[C@](C)(O)[C@@H]1OC(C)=O,1.4199,116.2,406.1627678,3,1,8,BIOFACQUIM
FQNP242,Herniarin,Molecules 2017;22(2),10.3390/molecules22020289,2017,Molecules,Plant,Calea,Calea ternifolia,Morelos,Yecapixtla,COc1ccc2ccc(=O)oc2c1,1.8016,39.44,176.0473441,1,0,3,BIOFACQUIM
FQNP243,Scoparone,Molecules 2017;22(2),10.3390/molecules22020289,2017,Molecules,Plant,Calea,Calea ternifolia,Morelos,Yecapixtla,COc1cc2ccc(=O)oc2cc1OC,1.8102,48.67,206.0579088,2,0,4,BIOFACQUIM
FQNP244,4' 7-dimethylapigenin,Molecules 2017;22(2),10.3390/molecules22020289,2017,Molecules,Plant,Calea,Calea ternifolia,Morelos,Yecapixtla,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,3.1828,68.9,298.0841235,3,1,5,BIOFACQUIM
FQNP245,b-caryophyllene,Molecules 2012;17(2):1437-47,10.3390/molecules17021437,2012,Molecules,Plant,Senecio,Senecio salignus,Guerrero,Guerrero,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,4.7252,0,204.1878008,0,0,0,BIOFACQUIM
FQNP247,Isoimperatorin,J Ethnopharmacol 2007;113(1):125-31,10.1016/j.jep.2007.05.015,2007,Journal of Ethnopharmacology,Plant,Arracacia,Arracacia tolucensis,Ciudad de Mexico,Not specified,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,3.8842,52.58,270.0892089,3,0,4,BIOFACQUIM
FQNP248,Osthol,J Ethnopharmacol 2007;113(1):125-32,10.1016/j.jep.2007.05.015,2007,Journal of Ethnopharmacology,Plant,Arracacia,Arracacia tolucensis,Ciudad de Mexico,Not specified,COc1ccc2ccc(=O)oc2c1CC=C(C)C,3.3103,39.44,244.1099444,3,0,3,BIOFACQUIM
FQNP249,8-methoxypsoralen,J Ethnopharmacol 2007;113(1):125-33,10.1016/j.jep.2007.05.015,2007,Journal of Ethnopharmacology,Plant,Arracacia,Arracacia tolucensis,Ciudad de Mexico,Not specified,COc1c2occc2cc2ccc(=O)oc12,2.5478,52.58,216.0422587,1,0,4,BIOFACQUIM
FQNP25,Sporogen AO-1,J Nat Prod 2015 78 (2):339-342,10.1021/np5009224,2015,Journal of Natural Products,Fungus,Penicillium,Penicillium sp. G1-a14,Guerrero,Chontalcoatlan,C=C(C)C12O[C@@H]1[C@@]1(C)C(=CC2=O)CC[C@@H](O)[C@@H]1C,2.0063,49.83,248.1412445,1,1,3,BIOFACQUIM
FQNP252,Umbelliferone,J Ethnopharmacol 2007;113(1):125-36,10.1016/j.jep.2007.05.015,2007,Journal of Ethnopharmacology,Plant,Arracacia,Arracacia tolucensis,Ciudad de Mexico,Not specified,O=c1ccc2ccc(O)cc2o1,1.4986,50.44,162.0316941,0,1,3,BIOFACQUIM
FQNP253,Dihydroxypeucedanin,J Ethnopharmacol 2007;113(1):125-37,10.1016/j.jep.2007.05.015,2007,Journal of Ethnopharmacology,Plant,Arracacia,Arracacia tolucensis,Ciudad de Mexico,Not specified,CC(C)(O)C(O)COc1c2ccoc2cc2oc(=O)ccc12,2.0498,93.04,304.0946882,4,2,6,BIOFACQUIM
FQNP254,5-methoxypsoralen,J Ethnopharmacol 2007;113(1):125-38,10.1016/j.jep.2007.05.015,2007,Journal of Ethnopharmacology,Plant,Arracacia,Arracacia tolucensis,Ciudad de Mexico,Not specified,COc1c2ccoc2cc2oc(=O)ccc12,2.5478,52.58,216.0422587,1,0,4,BIOFACQUIM
FQNP255,Isoscopoletin,J Ethnopharmacol 2007;113(1):125-39,10.1016/j.jep.2007.05.015,2007,Journal of Ethnopharmacology,Plant,Arracacia,Arracacia tolucensis,Ciudad de Mexico,Not specified,COc1cc2oc(=O)ccc2cc1O,1.5072,59.67,192.0422587,1,1,4,BIOFACQUIM
FQNP256,Scopoletin,J Ethnopharmacol 2007;113(1):125-40,10.1016/j.jep.2007.05.015,2007,Journal of Ethnopharmacology,Plant,Arracacia,Arracacia tolucensis,Ciudad de Mexico,Not specified,COc1cc2ccc(=O)oc2cc1O,1.5072,59.67,192.0422587,1,1,4,BIOFACQUIM
FQNP257,Hematoxylin,J Ethnopharmacol 2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal of Ethnopharmacology,Plant,Haematoxylon,Haematoxylon brasiletto,Ciudad de Mexico,Mercado de Sonora,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,1.3205,110.38,302.0790382,0,5,6,BIOFACQUIM
FQNP258,Brazilin,J Ethnopharmacol 2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal of Ethnopharmacology,Plant,Haematoxylon,Haematoxylon brasiletto,Ciudad de Mexico,Mercado de Sonora,Oc1ccc2c(c1)OC[C@]1(O)Cc3cc(O)c(O)cc3[C@H]21,1.6149,90.15,286.0841235,0,4,5,BIOFACQUIM
FQNP259,Caffeic acid,J Ethnopharmacol 2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal of Ethnopharmacology,Plant,Haematoxylon,Haematoxylon brasiletto,Ciudad de Mexico,Mercado de Sonora,O=C(O)/C=C/c1ccc(O)c(O)c1,1.1956,77.76,180.0422587,2,3,3,BIOFACQUIM
FQNP26,Dihydrosporogen AO-1,J Nat Prod 2015 78 (2):339-342,10.1021/np5009224,2015,Journal of Natural Products,Fungus,Penicillium,Penicillium sp. G1-a14,Guerrero,Chontalcoatlan,C=C(C)[C@@]12O[C@@H]1[C@@]1(C)C(=C[C@@H]2O)CC[C@@H](O)[C@@H]1C,1.7981,52.99,250.1568946,1,2,3,BIOFACQUIM
FQNP260,Methyl gallate,J Ethnopharmacol 2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal of Ethnopharmacology,Plant,Haematoxylon,Haematoxylon brasiletto,Ciudad de Mexico,Mercado de Sonora,COC(=O)c1cc(O)c(O)c(O)c1,0.59,86.99,184.0371734,1,3,5,BIOFACQUIM
FQNP261,Gallic acid,J Ethnopharmacol 2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal of Ethnopharmacology,Plant,Haematoxylon,Haematoxylon brasiletto,Ciudad de Mexico,Mercado de Sonora,O=C(O)c1cc(O)c(O)c(O)c1,0.5016,97.99,170.0215233,1,4,4,BIOFACQUIM
FQNP262,Phloroglucinol,J Ethnopharmacol 2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal of Ethnopharmacology,Plant,Haematoxylon,Haematoxylon brasiletto,Ciudad de Mexico,Mercado de Sonora,Oc1cc(O)cc(O)c1,0.8034,60.69,126.0316941,0,3,3,BIOFACQUIM
FQNP263,4-hydroxycinnamic acid,J Ethnopharmacol 2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal of Ethnopharmacology,Plant,Haematoxylon,Haematoxylon brasiletto,Ciudad de Mexico,Mercado de Sonora,O=C(O)/C=C/c1ccc(O)cc1,1.49,57.53,164.0473441,2,2,2,BIOFACQUIM
FQNP265,Epi-ursolic acid,J Ethnopharmacol 2008;119(1):47-52.,10.1016/j.jep.2008.05.035,2008,Journal of Ethnopharmacology,Plant,Ternstroemia,Ternstroemia pringlei,Ciudad de Mexico,Mercado de Sonora,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,7.0895,57.53,456.3603454,1,2,2,BIOFACQUIM
FQNP266,6-Methoxysalicylic acid,J Ethnopharmacol 2008;118(3):448-54,10.1016/j.jep.2008.05.012,2008,Journal of Ethnopharmacology,Plant,Brickellia,Brickellia veronicifolia,Estado de Mexico,Aculco,COc1cccc(O)c1C(=O)O,1.099,66.76,168.0422587,2,2,3,BIOFACQUIM
FQNP267,2-methoxybenzoic acid,J Ethnopharmacol 2008;118(3):448-54,10.1016/j.jep.2008.05.012,2008,Journal of Ethnopharmacology,Plant,Brickellia,Brickellia veronicifolia,Estado de Mexico,Aculco,COc1ccccc1C(=O)O,1.3934,46.53,152.0473441,2,1,2,BIOFACQUIM
FQNP268,Taraxasteryl acetate,J Ethnopharmacol 2008;118(3):448-54,10.1016/j.jep.2008.05.012,2008,Journal of Ethnopharmacology,Plant,Brickellia,Brickellia veronicifolia,Estado de Mexico,Aculco,C=C1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2[C@@H]1C,8.5956,26.3,468.3967309,1,0,2,BIOFACQUIM
FQNP269,Friedelin,J Ethnopharmacol 2002;79(3):383-8,10.1016/S0378-8741(01)00414-7,2002,Journal of Ethnopharmacology,Plant,Hippocratea,Hippocratea excelsa,Guerrero,Costa Grande,C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C,8.457,17.07,426.3861662,0,0,1,BIOFACQUIM
FQNP27,Minimoidiones A,J Nat Prod 2017 80 (3):582-587,10.1021/acs.jnatprod.6b00574,2017,Journal of Natural Products,Fungus,Preussia,Preussia minimoides,Michoacan,Huetamo,COC1=CC(=O)c2c(O)cc(OC)c3c2C1=C[C@]1(C)[C@H](O)C(=O)C=C(OC)[C@H]31,2.0882,102.29,384.120903,3,2,7,BIOFACQUIM
FQNP270,Canophyllal,J Ethnopharmacol 2002;79(3):383-8,10.1016/S0378-8741(01)00414-7,2002,Journal of Ethnopharmacology,Plant,Hippocratea,Hippocratea excelsa,Guerrero,Costa Grande,C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C=O)CC[C@]4(C)[C@H]3CC[C@@]21C,7.636,34.14,440.3654308,1,0,2,BIOFACQUIM
